施設,年月日,時刻,人数
ひがし茶屋街,2025/9/6,18,13
ひがし茶屋街,2025/9/6,19,10
ひがし茶屋街,2025/9/6,20,7
ひがし茶屋街,2025/9/6,21,1
ひがし茶屋街,2025/9/6,22,1
ひがし茶屋街,2025/9/6,23,0
ひがし茶屋街,2025/9/7,0,0
ひがし茶屋街,2025/9/7,1,0
ひがし茶屋街,2025/9/7,2,0
ひがし茶屋街,2025/9/7,3,0
ひがし茶屋街,2025/9/7,4,1
ひがし茶屋街,2025/9/7,5,4
ひがし茶屋街,2025/9/7,6,6
ひがし茶屋街,2025/9/7,7,12
ひがし茶屋街,2025/9/7,8,21
ひがし茶屋街,2025/9/7,9,27
ひがし茶屋街,2025/9/7,10,31
ひがし茶屋街,2025/9/7,11,37
ひがし茶屋街,2025/9/7,12,42
ひがし茶屋街,2025/9/7,13,45
ひがし茶屋街,2025/9/7,14,40
ひがし茶屋街,2025/9/7,15,27
ひがし茶屋街,2025/9/7,16,19
ひがし茶屋街,2025/9/7,17,13
ひがし茶屋街,2025/9/7,18,7
ひがし茶屋街,2025/9/7,19,12
ひがし茶屋街,2025/9/7,20,3
ひがし茶屋街,2025/9/7,21,3
ひがし茶屋街,2025/9/7,22,1
ひがし茶屋街,2025/9/7,23,1
ひがし茶屋街,2025/9/8,0,0
ひがし茶屋街,2025/9/8,1,1
ひがし茶屋街,2025/9/8,2,0
ひがし茶屋街,2025/9/8,3,0
ひがし茶屋街,2025/9/8,4,1
ひがし茶屋街,2025/9/8,5,3
ひがし茶屋街,2025/9/8,6,1
ひがし茶屋街,2025/9/8,7,4
ひがし茶屋街,2025/9/8,8,16
ひがし茶屋街,2025/9/8,9,22
ひがし茶屋街,2025/9/8,10,27
ひがし茶屋街,2025/9/8,11,31
ひがし茶屋街,2025/9/8,12,27
ひがし茶屋街,2025/9/8,13,19
ひがし茶屋街,2025/9/8,14,21
ひがし茶屋街,2025/9/8,15,21
ひがし茶屋街,2025/9/8,16,13
ひがし茶屋街,2025/9/8,17,12
ひがし茶屋街,2025/9/8,18,10
ひがし茶屋街,2025/9/8,19,4
ひがし茶屋街,2025/9/8,20,3
ひがし茶屋街,2025/9/8,21,0
ひがし茶屋街,2025/9/8,22,1
ひがし茶屋街,2025/9/8,23,0
ひがし茶屋街,2025/9/9,0,0
ひがし茶屋街,2025/9/9,1,0
ひがし茶屋街,2025/9/9,2,0
ひがし茶屋街,2025/9/9,3,0
ひがし茶屋街,2025/9/9,4,3
ひがし茶屋街,2025/9/9,5,4
ひがし茶屋街,2025/9/9,6,9
ひがし茶屋街,2025/9/9,7,15
ひがし茶屋街,2025/9/9,8,19
ひがし茶屋街,2025/9/9,9,31
ひがし茶屋街,2025/9/9,10,40
ひがし茶屋街,2025/9/9,11,37
ひがし茶屋街,2025/9/9,12,40
ひがし茶屋街,2025/9/9,13,40
ひがし茶屋街,2025/9/9,14,28
ひがし茶屋街,2025/9/9,15,24
ひがし茶屋街,2025/9/9,16,0
ひがし茶屋街,2025/9/9,17,0
ひがし茶屋街,2025/9/9,18,0
ひがし茶屋街,2025/9/9,19,0
ひがし茶屋街,2025/9/9,20,0
ひがし茶屋街,2025/9/9,21,0
ひがし茶屋街,2025/9/9,22,0
ひがし茶屋街,2025/9/9,23,0
金沢21世紀美術館,2025/9/1,0,0
金沢21世紀美術館,2025/9/1,1,0
金沢21世紀美術館,2025/9/1,2,0
金沢21世紀美術館,2025/9/1,3,0
金沢21世紀美術館,2025/9/1,4,0
金沢21世紀美術館,2025/9/1,5,0
金沢21世紀美術館,2025/9/1,6,0
金沢21世紀美術館,2025/9/1,7,0
金沢21世紀美術館,2025/9/1,8,0
金沢21世紀美術館,2025/9/1,9,0
金沢21世紀美術館,2025/9/1,10,0
金沢21世紀美術館,2025/9/1,11,0
金沢21世紀美術館,2025/9/1,12,0
金沢21世紀美術館,2025/9/1,13,0
金沢21世紀美術館,2025/9/1,14,0
金沢21世紀美術館,2025/9/1,15,0
金沢21世紀美術館,2025/9/1,16,0
金沢21世紀美術館,2025/9/1,17,0
金沢21世紀美術館,2025/9/1,18,0
金沢21世紀美術館,2025/9/1,19,0
金沢21世紀美術館,2025/9/1,20,0
金沢21世紀美術館,2025/9/1,21,0
金沢21世紀美術館,2025/9/1,22,0
金沢21世紀美術館,2025/9/1,23,0
金沢21世紀美術館,2025/9/2,0,0
金沢21世紀美術館,2025/9/2,1,0
金沢21世紀美術館,2025/9/2,2,0
金沢21世紀美術館,2025/9/2,3,0
金沢21世紀美術館,2025/9/2,4,0
金沢21世紀美術館,2025/9/2,5,0
金沢21世紀美術館,2025/9/2,6,0
金沢21世紀美術館,2025/9/2,7,0
金沢21世紀美術館,2025/9/2,8,0
金沢21世紀美術館,2025/9/2,9,0
金沢21世紀美術館,2025/9/2,10,0
金沢21世紀美術館,2025/9/2,11,66
金沢21世紀美術館,2025/9/2,12,74
金沢21世紀美術館,2025/9/2,13,80
金沢21世紀美術館,2025/9/2,14,74
金沢21世紀美術館,2025/9/2,15,50
金沢21世紀美術館,2025/9/2,16,48
金沢21世紀美術館,2025/9/2,17,32
金沢21世紀美術館,2025/9/2,18,18
金沢21世紀美術館,2025/9/2,19,20
金沢21世紀美術館,2025/9/2,20,12
金沢21世紀美術館,2025/9/2,21,2
金沢21世紀美術館,2025/9/2,22,2
金沢21世紀美術館,2025/9/2,23,2
金沢21世紀美術館,2025/9/3,0,0
金沢21世紀美術館,2025/9/3,1,0
金沢21世紀美術館,2025/9/3,2,0
金沢21世紀美術館,2025/9/3,3,0
金沢21世紀美術館,2025/9/3,4,2
金沢21世紀美術館,2025/9/3,5,8
金沢21世紀美術館,2025/9/3,6,8
金沢21世紀美術館,2025/9/3,7,20
金沢21世紀美術館,2025/9/3,8,42
金沢21世紀美術館,2025/9/3,9,62
金沢21世紀美術館,2025/9/3,10,66
金沢21世紀美術館,2025/9/3,11,74
金沢21世紀美術館,2025/9/3,12,98
金沢21世紀美術館,2025/9/3,13,102
金沢21世紀美術館,2025/9/3,14,78
金沢21世紀美術館,2025/9/3,15,66
金沢21世紀美術館,2025/9/3,16,54
金沢21世紀美術館,2025/9/3,17,26
金沢21世紀美術館,2025/9/3,18,26
金沢21世紀美術館,2025/9/3,19,18
金沢21世紀美術館,2025/9/3,20,14
金沢21世紀美術館,2025/9/3,21,8
金沢21世紀美術館,2025/9/3,22,0
金沢21世紀美術館,2025/9/3,23,6
金沢21世紀美術館,2025/9/4,0,0
金沢21世紀美術館,2025/9/4,1,0
金沢21世紀美術館,2025/9/4,2,0
金沢21世紀美術館,2025/9/4,3,0
金沢21世紀美術館,2025/9/4,4,2
金沢21世紀美術館,2025/9/4,5,6
金沢21世紀美術館,2025/9/4,6,14
金沢21世紀美術館,2025/9/4,7,26
金沢21世紀美術館,2025/9/4,8,44
金沢21世紀美術館,2025/9/4,9,72
金沢21世紀美術館,2025/9/4,10,80
金沢21世紀美術館,2025/9/4,11,62
金沢21世紀美術館,2025/9/4,12,74
金沢21世紀美術館,2025/9/4,13,84
金沢21世紀美術館,2025/9/4,14,80
金沢21世紀美術館,2025/9/4,15,68
金沢21世紀美術館,2025/9/4,16,54
金沢21世紀美術館,2025/9/4,17,30
金沢21世紀美術館,2025/9/4,18,24
金沢21世紀美術館,2025/9/4,19,20
金沢21世紀美術館,2025/9/4,20,8
金沢21世紀美術館,2025/9/4,21,6
金沢21世紀美術館,2025/9/4,22,2
金沢21世紀美術館,2025/9/4,23,2
金沢21世紀美術館,2025/9/5,0,0
金沢21世紀美術館,2025/9/5,1,0
金沢21世紀美術館,2025/9/5,2,0
金沢21世紀美術館,2025/9/5,3,0
金沢21世紀美術館,2025/9/5,4,2
金沢21世紀美術館,2025/9/5,5,6
金沢21世紀美術館,2025/9/5,6,6
金沢21世紀美術館,2025/9/5,7,20
金沢21世紀美術館,2025/9/5,8,36
金沢21世紀美術館,2025/9/5,9,74
金沢21世紀美術館,2025/9/5,10,74
金沢21世紀美術館,2025/9/5,11,74
金沢21世紀美術館,2025/9/5,12,90
金沢21世紀美術館,2025/9/5,13,96
金沢21世紀美術館,2025/9/5,14,74
金沢21世紀美術館,2025/9/5,15,68
金沢21世紀美術館,2025/9/5,16,44
金沢21世紀美術館,2025/9/5,17,36
金沢21世紀美術館,2025/9/5,18,14
金沢21世紀美術館,2025/9/5,19,18
金沢21世紀美術館,2025/9/5,20,12
金沢21世紀美術館,2025/9/5,21,6
金沢21世紀美術館,2025/9/5,22,2
金沢21世紀美術館,2025/9/5,23,2
金沢21世紀美術館,2025/9/6,0,0
金沢21世紀美術館,2025/9/6,1,0
金沢21世紀美術館,2025/9/6,2,0
金沢21世紀美術館,2025/9/6,3,0
金沢21世紀美術館,2025/9/6,4,2
金沢21世紀美術館,2025/9/6,5,8
金沢21世紀美術館,2025/9/6,6,12
金沢21世紀美術館,2025/9/6,7,26
金沢21世紀美術館,2025/9/6,8,38
金沢21世紀美術館,2025/9/6,9,92
金沢21世紀美術館,2025/9/6,10,96
金沢21世紀美術館,2025/9/6,11,86
金沢21世紀美術館,2025/9/6,12,80
金沢21世紀美術館,2025/9/6,13,80
金沢21世紀美術館,2025/9/6,14,74
金沢21世紀美術館,2025/9/6,15,68
金沢21世紀美術館,2025/9/6,16,50
金沢21世紀美術館,2025/9/6,17,42
金沢21世紀美術館,2025/9/6,18,26
金沢21世紀美術館,2025/9/6,19,20
金沢21世紀美術館,2025/9/6,20,14
金沢21世紀美術館,2025/9/6,21,2
金沢21世紀美術館,2025/9/6,22,2
金沢21世紀美術館,2025/9/6,23,0
金沢21世紀美術館,2025/9/7,0,0
金沢21世紀美術館,2025/9/7,1,0
金沢21世紀美術館,2025/9/7,2,0
金沢21世紀美術館,2025/9/7,3,0
金沢21世紀美術館,2025/9/7,4,2
金沢21世紀美術館,2025/9/7,5,8
金沢21世紀美術館,2025/9/7,6,12
金沢21世紀美術館,2025/9/7,7,24
金沢21世紀美術館,2025/9/7,8,42
金沢21世紀美術館,2025/9/7,9,54
金沢21世紀美術館,2025/9/7,10,62
金沢21世紀美術館,2025/9/7,11,74
金沢21世紀美術館,2025/9/7,12,84
金沢21世紀美術館,2025/9/7,13,90
金沢21世紀美術館,2025/9/7,14,80
金沢21世紀美術館,2025/9/7,15,54
金沢21世紀美術館,2025/9/7,16,38
金沢21世紀美術館,2025/9/7,17,26
金沢21世紀美術館,2025/9/7,18,14
金沢21世紀美術館,2025/9/7,19,24
金沢21世紀美術館,2025/9/7,20,6
金沢21世紀美術館,2025/9/7,21,6
金沢21世紀美術館,2025/9/7,22,2
金沢21世紀美術館,2025/9/7,23,2
金沢21世紀美術館,2025/9/8,0,0
金沢21世紀美術館,2025/9/8,1,2
金沢21世紀美術館,2025/9/8,2,0
金沢21世紀美術館,2025/9/8,3,0
金沢21世紀美術館,2025/9/8,4,2
金沢21世紀美術館,2025/9/8,5,6
金沢21世紀美術館,2025/9/8,6,2
金沢21世紀美術館,2025/9/8,7,8
金沢21世紀美術館,2025/9/8,8,32
金沢21世紀美術館,2025/9/8,9,44
金沢21世紀美術館,2025/9/8,10,54
金沢21世紀美術館,2025/9/8,11,62
金沢21世紀美術館,2025/9/8,12,54
金沢21世紀美術館,2025/9/8,13,38
金沢21世紀美術館,2025/9/8,14,42
金沢21世紀美術館,2025/9/8,15,42
金沢21世紀美術館,2025/9/8,16,26
金沢21世紀美術館,2025/9/8,17,24
金沢21世紀美術館,2025/9/8,18,20
金沢21世紀美術館,2025/9/8,19,8
金沢21世紀美術館,2025/9/8,20,6
金沢21世紀美術館,2025/9/8,21,0
金沢21世紀美術館,2025/9/8,22,2
金沢21世紀美術館,2025/9/8,23,0
金沢21世紀美術館,2025/9/9,0,0
金沢21世紀美術館,2025/9/9,1,0
金沢21世紀美術館,2025/9/9,2,0
金沢21世紀美術館,2025/9/9,3,0
金沢21世紀美術館,2025/9/9,4,6
金沢21世紀美術館,2025/9/9,5,8
金沢21世紀美術館,2025/9/9,6,18
金沢21世紀美術館,2025/9/9,7,30
金沢21世紀美術館,2025/9/9,8,38
金沢21世紀美術館,2025/9/9,9,62
金沢21世紀美術館,2025/9/9,10,80
金沢21世紀美術館,2025/9/9,11,74
金沢21世紀美術館,2025/9/9,12,80
金沢21世紀美術館,2025/9/9,13,80
金沢21世紀美術館,2025/9/9,14,56
金沢21世紀美術館,2025/9/9,15,48
金沢21世紀美術館,2025/9/9,16,0
金沢21世紀美術館,2025/9/9,17,0
金沢21世紀美術館,2025/9/9,18,0
金沢21世紀美術館,2025/9/9,19,0
金沢21世紀美術館,2025/9/9,20,0
金沢21世紀美術館,2025/9/9,21,0
金沢21世紀美術館,2025/9/9,22,0
金沢21世紀美術館,2025/9/9,23,0
金沢駅,2025/9/1,0,0
金沢駅,2025/9/1,1,0
金沢駅,2025/9/1,2,0
金沢駅,2025/9/1,3,0
金沢駅,2025/9/1,4,0
金沢駅,2025/9/1,5,0
金沢駅,2025/9/1,6,0
金沢駅,2025/9/1,7,0
金沢駅,2025/9/1,8,0
金沢駅,2025/9/1,9,0
金沢駅,2025/9/1,10,0
金沢駅,2025/9/1,11,0
金沢駅,2025/9/1,12,0
金沢駅,2025/9/1,13,0
金沢駅,2025/9/1,14,0
金沢駅,2025/9/1,15,0
金沢駅,2025/9/1,16,0
金沢駅,2025/9/1,17,0
金沢駅,2025/9/1,18,0
金沢駅,2025/9/1,19,0
金沢駅,2025/9/1,20,0
金沢駅,2025/9/1,21,0
金沢駅,2025/9/1,22,0
金沢駅,2025/9/1,23,0
金沢駅,2025/9/2,0,0
金沢駅,2025/9/2,1,0
金沢駅,2025/9/2,2,0
金沢駅,2025/9/2,3,0
金沢駅,2025/9/2,4,0
金沢駅,2025/9/2,5,0
金沢駅,2025/9/2,6,0
金沢駅,2025/9/2,7,0
金沢駅,2025/9/2,8,0
金沢駅,2025/9/2,9,0
金沢駅,2025/9/2,10,0
金沢駅,2025/9/2,11,26
金沢駅,2025/9/2,12,29
金沢駅,2025/9/2,13,32
金沢駅,2025/9/2,14,29
金沢駅,2025/9/2,15,20
金沢駅,2025/9/2,16,19
金沢駅,2025/9/2,17,12
金沢駅,2025/9/2,18,7
金沢駅,2025/9/2,19,8
金沢駅,2025/9/2,20,4
金沢駅,2025/9/2,21,0
金沢駅,2025/9/2,22,0
金沢駅,2025/9/2,23,0
金沢駅,2025/9/3,0,0
金沢駅,2025/9/3,1,0
金沢駅,2025/9/3,2,0
金沢駅,2025/9/3,3,0
金沢駅,2025/9/3,4,0
金沢駅,2025/9/3,5,3
金沢駅,2025/9/3,6,3
金沢駅,2025/9/3,7,8
金沢駅,2025/9/3,8,16
金沢駅,2025/9/3,9,24
金沢駅,2025/9/3,10,26
金沢駅,2025/9/3,11,29
金沢駅,2025/9/3,12,39
金沢駅,2025/9/3,13,40
金沢駅,2025/9/3,14,31
金沢駅,2025/9/3,15,26
金沢駅,2025/9/3,16,21
金沢駅,2025/9/3,17,10
金沢駅,2025/9/3,18,10
金沢駅,2025/9/3,19,7
金沢駅,2025/9/3,20,5
金沢駅,2025/9/3,21,3
金沢駅,2025/9/3,22,0
金沢駅,2025/9/3,23,2
金沢駅,2025/9/4,0,0
金沢駅,2025/9/4,1,0
金沢駅,2025/9/4,2,0
金沢駅,2025/9/4,3,0
金沢駅,2025/9/4,4,0
金沢駅,2025/9/4,5,2
金沢駅,2025/9/4,6,5
金沢駅,2025/9/4,7,10
金沢駅,2025/9/4,8,17
金沢駅,2025/9/4,9,28
金沢駅,2025/9/4,10,32
金沢駅,2025/9/4,11,24
金沢駅,2025/9/4,12,29
金沢駅,2025/9/4,13,33
金沢駅,2025/9/4,14,32
金沢駅,2025/9/4,15,27
金沢駅,2025/9/4,16,21
金沢駅,2025/9/4,17,12
金沢駅,2025/9/4,18,9
金沢駅,2025/9/4,19,8
金沢駅,2025/9/4,20,3
金沢駅,2025/9/4,21,2
金沢駅,2025/9/4,22,0
金沢駅,2025/9/4,23,0
金沢駅,2025/9/5,0,0
金沢駅,2025/9/5,1,0
金沢駅,2025/9/5,2,0
金沢駅,2025/9/5,3,0
金沢駅,2025/9/5,4,0
金沢駅,2025/9/5,5,2
金沢駅,2025/9/5,6,2
金沢駅,2025/9/5,7,8
金沢駅,2025/9/5,8,14
金沢駅,2025/9/5,9,29
金沢駅,2025/9/5,10,29
金沢駅,2025/9/5,11,29
金沢駅,2025/9/5,12,36
金沢駅,2025/9/5,13,38
金沢駅,2025/9/5,14,29
金沢駅,2025/9/5,15,27
金沢駅,2025/9/5,16,17
金沢駅,2025/9/5,17,14
金沢駅,2025/9/5,18,5
金沢駅,2025/9/5,19,7
金沢駅,2025/9/5,20,4
金沢駅,2025/9/5,21,2
金沢駅,2025/9/5,22,0
金沢駅,2025/9/5,23,0
金沢駅,2025/9/6,0,0
金沢駅,2025/9/6,1,0
金沢駅,2025/9/6,2,0
金沢駅,2025/9/6,3,0
金沢駅,2025/9/6,4,0
金沢駅,2025/9/6,5,3
金沢駅,2025/9/6,6,4
金沢駅,2025/9/6,7,10
金沢駅,2025/9/6,8,15
金沢駅,2025/9/6,9,36
金沢駅,2025/9/6,10,38
金沢駅,2025/9/6,11,34
金沢駅,2025/9/6,12,32
金沢駅,2025/9/6,13,32
金沢駅,2025/9/6,14,29
金沢駅,2025/9/6,15,27
金沢駅,2025/9/6,16,20
金沢駅,2025/9/6,17,16
金沢駅,2025/9/6,18,10
金沢駅,2025/9/6,19,8
金沢駅,2025/9/6,20,5
金沢駅,2025/9/6,21,0
金沢駅,2025/9/6,22,0
金沢駅,2025/9/6,23,0
金沢駅,2025/9/7,0,0
金沢駅,2025/9/7,1,0
金沢駅,2025/9/7,2,0
金沢駅,2025/9/7,3,0
金沢駅,2025/9/7,4,0
金沢駅,2025/9/7,5,3
金沢駅,2025/9/7,6,4
金沢駅,2025/9/7,7,9
金沢駅,2025/9/7,8,16
金沢駅,2025/9/7,9,21
金沢駅,2025/9/7,10,24
金沢駅,2025/9/7,11,29
金沢駅,2025/9/7,12,33
金沢駅,2025/9/7,13,36
金沢駅,2025/9/7,14,32
金沢駅,2025/9/7,15,21
金沢駅,2025/9/7,16,15
金沢駅,2025/9/7,17,10
金沢駅,2025/9/7,18,5
金沢駅,2025/9/7,19,9
金沢駅,2025/9/7,20,2
金沢駅,2025/9/7,21,2
金沢駅,2025/9/7,22,0
金沢駅,2025/9/7,23,0
金沢駅,2025/9/8,0,0
金沢駅,2025/9/8,1,0
金沢駅,2025/9/8,2,0
金沢駅,2025/9/8,3,0
金沢駅,2025/9/8,4,0
金沢駅,2025/9/8,5,2
金沢駅,2025/9/8,6,0
金沢駅,2025/9/8,7,3
金沢駅,2025/9/8,8,12
金沢駅,2025/9/8,9,17
金沢駅,2025/9/8,10,21
金沢駅,2025/9/8,11,24
金沢駅,2025/9/8,12,21
金沢駅,2025/9/8,13,15
金沢駅,2025/9/8,14,16
金沢駅,2025/9/8,15,16
金沢駅,2025/9/8,16,10
金沢駅,2025/9/8,17,9
金沢駅,2025/9/8,18,8
金沢駅,2025/9/8,19,3
金沢駅,2025/9/8,20,2
金沢駅,2025/9/8,21,0
金沢駅,2025/9/8,22,0
金沢駅,2025/9/8,23,0
金沢駅,2025/9/9,0,0
金沢駅,2025/9/9,1,0
金沢駅,2025/9/9,2,0
金沢駅,2025/9/9,3,0
金沢駅,2025/9/9,4,2
金沢駅,2025/9/9,5,3
金沢駅,2025/9/9,6,7
金沢駅,2025/9/9,7,12
金沢駅,2025/9/9,8,15
金沢駅,2025/9/9,9,24
金沢駅,2025/9/9,10,32
金沢駅,2025/9/9,11,29
金沢駅,2025/9/9,12,32
金沢駅,2025/9/9,13,32
金沢駅,2025/9/9,14,22
金沢駅,2025/9/9,15,19
金沢駅,2025/9/9,16,0
金沢駅,2025/9/9,17,0
金沢駅,2025/9/9,18,0
金沢駅,2025/9/9,19,0
金沢駅,2025/9/9,20,0
金沢駅,2025/9/9,21,0
金沢駅,2025/9/9,22,0
金沢駅,2025/9/9,23,0
